output,width,height,status,warnings,margin_1024,green_pixels
public/game-assets/items/currency/gold_coins.png,1024,1024,PASS,,51,0
public/game-assets/items/currency/gold_coins_few.png,1024,1024,PASS,,51,0
public/game-assets/items/currency/gold_coins_many.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/currency/silver_coins.png,1024,1024,PASS,,51,0
public/game-assets/items/currency/silver_coins_few.png,1024,1024,PASS,,51,0
public/game-assets/items/currency/silver_coins_many.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/currency/copper_coins.png,1024,1024,PASS,,51,0
public/game-assets/items/currency/copper_coins_few.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/currency/copper_coins_many.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/document/sunwake_harbor_company_share.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/painted_coast_annals_i_first_lanterns.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/painted_coast_annals_ii_crownfall_roads.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/painted_coast_annals_iii_guild_charms.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/painted_coast_annals_iv_the_sundering_tide.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/painted_coast_annals_v_springtide_markets.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/painted_coast_annals_vi_the_banner_wars.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/painted_coast_annals_vii_the_long_dusk.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/painted_coast_annals_viii_guildrule.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/amberwick_harbor_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/highbell_shrine_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/stormmere_ledger_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/crownfall_hill_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/embercourt_market_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/brasskeep_gate_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/pearlgate_tide_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/riverwake_mill_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/dawnmere_coast_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/appleford_orchard_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/wolfhook_bay_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/mirrorfen_lake_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/oldwake_harbor_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/gatecrag_toll_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/frosthaven_snow_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/sunwell_oasis_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/glassmere_court_chronicle.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/blue_enamel_charms.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/lantern_summoning_primer.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/gravebinding_primer.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/mirror_mask_primer.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/reshaping_primer.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/unraveling_primer.png,1024,1024,PASS,,51,0
public/game-assets/items/book/field_farmer_s_almanac.png,1024,1024,PASS,,51,0
public/game-assets/items/book/painted_flower_almanac.png,1024,1024,PASS,,51,0
public/game-assets/items/book/pocket_guide_to_small_beasts.png,1024,1024,PASS,,51,0
public/game-assets/items/book/pocket_guide_to_work_beasts.png,1024,1024,PASS,,51,0
public/game-assets/items/book/fisher_s_tide_almanac.png,1024,1024,PASS,,51,0
public/game-assets/items/book/blue_enamel_bestiary.png,1024,1024,PASS,,51,0
public/game-assets/items/book/amateur_alchemist_s_shelf.png,1024,1024,PASS,,51,0
public/game-assets/items/book/miner_s_chalk_reference.png,1024,1024,PASS,,51,0
public/game-assets/items/book/blacksmith_s_door_directory.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/crowncards_table_rules.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/crowncards_collector_s_compendium.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/crowncards_deckcraft_i.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/crowncards_deckcraft_ii.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/crowncards_winning_tables.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/the_great_crowncards_match.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/nine_lantern_signs.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/starfall_epic.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/one_hundred_thirty_one_market_charms.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/book_of_springtide.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/book_of_springtide_in_gold_sleeve.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/children_of_the_tide_saints.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/moonlit_awareness_and_wonder.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/luckbinder_manifesto.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/battle_of_stormmere.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/legend_of_jaro.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/crownfall_the_first.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/a_poor_merchant_s_lucky_day.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/bellmarsh_battle_report.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/tragedy_of_captain_vey.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/chronicles_of_the_banner_wars.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/little_tide_words.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/harbor_tales_for_children.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/folk_tales_of_the_border_march.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/a_parable_of_small_debts.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/elder_orren_s_indecent_errand.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/prophecies_of_a_thousand_market_days.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/amateur_alchemy.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/advanced_alchemy.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/merchant_s_brass_handbook.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/pocket_price_formula.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/the_practical_way_of_war.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/tide_cant_harbor_glossary.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/meditations_by_the_warehouse_door.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/ponderings_of_the_infinite_ledger.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/early_economics_of_harbor_bread.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/letter_from_a_worried_mother.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/critique_of_merren_vale_s_painting.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/a_discussion_on_trade_languages.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/weapon/a_study_of_common_weapons.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/weapon/a_study_of_common_weapons_few.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/weapon/a_study_of_common_weapons_many.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/essay_on_caravan_strategy.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/examination_of_market_beasts.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/experimental_field_remedies.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/redvale_war_update.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/book/young_lovers_letter.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/market_rose_quartz.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/notable_amethyst.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/notable_pink_spinel.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/scarce_emerald.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/scarce_sapphire.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/fabled_ruby.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/fabled_white_diamond.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/gold_crown.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/gold_crown_with_cushion.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_crown_with_gem.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/fabled_aqua_crystal.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_black_crystal.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_blue_crystal.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_brown_crystal.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_cyan_crystal.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_gray_crystal.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_emerald_crystal.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_indigo_crystal.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_green_crystal.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/fabled_magenta_crystal.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_red_crystal.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_pink_crystal.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_crimson_crystal.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_white_crystal.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_yellow_crystal.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_necklace_with_blue_gem.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_necklace_with_green_gem.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_necklace_with_orange_gem.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_necklace_with_purple_gem.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_necklace_with_red_gem.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_necklace_with_white_gem.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/silver_necklace_with_blue_gem.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/silver_necklace_with_green_gem.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/silver_necklace_with_orange_gem.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/silver_necklace_with_purple_gem.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/silver_necklace_with_red_gem.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/silver_necklace_with_white_gem.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/agate_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/notable_black_onyx_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/market_brass_ring.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/market_bronze_ring.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/ceremonial_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/clay_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/market_copper_ring.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/coral_ring.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/diamond_ring.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/emerald_ring.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/notable_glass_ring.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/gold_ring_with_cyan_stone.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/gold_ring_with_magenta_stone.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/gold_ring.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/gold_ring_with_blue_stone.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/gold_ring_with_green_stone.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/gold_ring_with_red_stone.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_ring_with_white_stone.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/gold_ring_with_yellow_stone.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/market_granite_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/market_iron_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/ivory_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/jade_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/moonstone_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/opal_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/pearl_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/market_plain_black_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/plain_blue_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/plain_green_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/plain_magenta_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/plain_red_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/plain_yellow_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_ring_of_death.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/scarce_ring_of_fire.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/scarce_ring_of_power.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_ring_of_time.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_ring_of_vision.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/twisted_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/ruby_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/sapphire_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/fabled_ring_of_shadows.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/silver_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/sparkling_silver_stone_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/market_steel_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/notable_tiger_eye_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/topaz_ring.png,1024,1024,PASS,source_crossed_nominal_cell,51,0
public/game-assets/items/luxury/scarce_tourmaline_ring.png,1024,1024,PASS,,51,0
public/game-assets/items/luxury/rough_wooden_ring.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/black_pepper.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/black_pepper_few.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/black_pepper_many.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/ginger.png,1024,1024,PASS,,51,0
public/game-assets/items/spice/ginger_few.png,1024,1024,PASS,,51,0
